Class,Feature,Feature_ID,Importance
2-NULL,PF3D7_0932400_MeanImputer,2763,0.00083773
2-NULL,PF3D7_1139100_MeanImputer,3645,0.000837561
2-NULL,PF3D7_0517800_MeanImputer,1162,0.000836006
2-NULL,PF3D7_0507700_MeanImputer,1041,0.00083558
2-NULL,PF3D7_0812100_MeanImputer,2168,0.000834063
2-NULL,PF3D7_1476600_MeanImputer,6005,0.00083378
2-NULL,PF3D7_0908800_MeanImputer,2499,0.000832982
2-NULL,PF3D7_1248800_MeanImputer,4300,0.000831869
2-NULL,PF3D7_1103500_MeanImputer,3281,0.000831036
2-NULL,PF3D7_1023900_MeanImputer,3087,0.000830993
2-NULL,PF3D7_1441400_MeanImputer,5619,0.000829824
2-NULL,PF3D7_1310500_MeanImputer,4494,0.000829473
2-NULL,PF3D7_0115200_MeanImputer,152,0.000829055
2-NULL,PF3D7_1119400_MeanImputer,3438,0.000828993
2-NULL,PF3D7_0504100_MeanImputer,1000,0.000828983
2-NULL,PF3D7_1245900_MeanImputer,4267,0.000828803
2-NULL,PF3D7_1229400_MeanImputer,4096,0.000827459
2-NULL,PF3D7_0620200_MeanImputer,1557,0.000827431
2-NULL,PF3D7_1345100_MeanImputer,4884,0.000827405
2-NULL,PF3D7_1458400_MeanImputer,5804,0.000826243
2-NULL,PF3D7_1041300_MeanImputer,3257,0.000825784
2-NULL,PF3D7_1126900_MeanImputer,3521,0.000825506
2-NULL,PF3D7_1345700_MeanImputer,4889,0.000822635
2-NULL,PF3D7_0811300_MeanImputer,2159,0.000822514
2-NULL,PF3D7_1308700_MeanImputer,4474,0.000822304
2-NULL,PF3D7_1122500_MeanImputer,3473,0.000822261
2-NULL,PF3D7_1113500_MeanImputer,3378,0.000822172
2-NULL,PF3D7_0411100_MeanImputer,791,0.000820348
2-NULL,PF3D7_1146700_MeanImputer,3732,0.000819706
2-NULL,PF3D7_0309000_MeanImputer,488,0.000819395
2-NULL,PF3D7_1448500_MeanImputer,5693,0.000819177
2-NULL,PF3D7_1338500_MeanImputer,4808,0.00081886
2-NULL,PF3D7_0721500_MeanImputer,1926,0.000818523
2-NULL,PF3D7_1307900_MeanImputer,4463,0.000817106
2-NULL,PF3D7_1102900_MeanImputer,3273,0.000816597
2-NULL,PF3D7_0522400_MeanImputer,1216,0.000813978
2-NULL,PF3D7_1332700_MeanImputer,4743,0.000813943
2-NULL,PF3D7_0101900_MeanImputer,13,0.000812761
2-NULL,PF3D7_1013400_MeanImputer,2976,0.000812334
2-NULL,PF3D7_0622100_MeanImputer,1581,0.000811445
2-NULL,PF3D7_1231100_MeanImputer,4113,0.000811235
2-NULL,PF3D7_1342300_MeanImputer,4853,0.000811167
2-NULL,PF3D7_1026300_MeanImputer,3110,0.000810685
2-NULL,PF3D7_0717700_MeanImputer,1883,0.000809719
2-NULL,PF3D7_1360500_MeanImputer,5055,0.000809316
2-NULL,PF3D7_1312100_MeanImputer,4513,0.000808968
2-NULL,PF3D7_0717400_MeanImputer,1880,0.000808677
2-NULL,PF3D7_1448100_MeanImputer,5689,0.000807149
2-NULL,PF3D7_1132500_MeanImputer,3580,0.00080662
2-NULL,PF3D7_1354100_MeanImputer,4986,0.000806562
2-NULL,PF3D7_1133300_MeanImputer,3589,0.00080605
2-NULL,PF3D7_0715300_MeanImputer,1856,0.000805588
2-NULL,PF3D7_1249000_MeanImputer,4303,0.000801863
2-NULL,PF3D7_1038900_MeanImputer,3236,0.000801853
2-NULL,PF3D7_0113200_MeanImputer,133,0.000800985
2-NULL,PF3D7_1400400_MeanImputer,5190,0.000800399
2-NULL,PF3D7_0919400_MeanImputer,2622,0.000800227
2-NULL,PF3D7_0202300_MeanImputer,185,0.000799018
2-NULL,PF3D7_0509300_MeanImputer,1060,0.00079864
2-NULL,PF3D7_0700500_MeanImputer,1704,0.000798525
2-NULL,PF3D7_1452200_MeanImputer,5734,0.00079852
2-NULL,PF3D7_1357700_MeanImputer,5025,0.000797606
2-NULL,PF3D7_0825700_MeanImputer,2328,0.000797321
2-NULL,PF3D7_1004700_MeanImputer,2878,0.000797317
2-NULL,PF3D7_1476900_MeanImputer,6009,0.000796991
2-NULL,PF3D7_1013500_MeanImputer,2977,0.000796322
2-NULL,PF3D7_1314100_MeanImputer,4536,0.000796021
2-NULL,PF3D7_0402600_MeanImputer,692,0.000795926
2-NULL,PF3D7_1205800_MeanImputer,3831,0.000795865
2-NULL,PF3D7_0623700_MeanImputer,1597,0.000794059
2-NULL,PF3D7_1112300_MeanImputer,3363,0.000792691
2-NULL,PF3D7_1463400_MeanImputer,5860,0.000792662
2-NULL,PF3D7_1459100_MeanImputer,5813,0.000791371
2-NULL,PF3D7_1436000_MeanImputer,5556,0.0007911
2-NULL,PF3D7_1303300_MeanImputer,4414,0.000790505
2-NULL,PF3D7_1369300_MeanImputer,5159,0.000789456
2-NULL,PF3D7_0833000_MeanImputer,2403,0.000789448
2-NULL,PF3D7_0111300_MeanImputer,118,0.000787897
2-NULL,PF3D7_0726100_MeanImputer,1973,0.000786841
2-NULL,PF3D7_0905500_MeanImputer,2467,0.000785777
2-NULL,PF3D7_1318700_MeanImputer,4593,0.000785584
2-NULL,PF3D7_1127400_MeanImputer,3526,0.000783512
2-NULL,PF3D7_0627200_MeanImputer,1640,0.000782268
2-NULL,PF3D7_0519100_MeanImputer,1180,0.000781708
2-NULL,PF3D7_0809800_MeanImputer,2144,0.000781607
2-NULL,PF3D7_0629400_MeanImputer,1669,0.000781153
2-NULL,PF3D7_1214700_MeanImputer,3929,0.000779147
2-NULL,PF3D7_1226500_MeanImputer,4066,0.000778581
2-NULL,PF3D7_1036000_MeanImputer,3208,0.000777936
2-NULL,PF3D7_1430800_MeanImputer,5495,0.000776768
2-NULL,PF3D7_0906500_MeanImputer,2477,0.000776682
2-NULL,PF3D7_0902900_MeanImputer,2438,0.000776029
2-NULL,PF3D7_1023000_MeanImputer,3076,0.000775848
2-NULL,PF3D7_0900600_MeanImputer,2418,0.000775298
2-NULL,PF3D7_1475500_MeanImputer,5991,0.000774932
2-NULL,PF3D7_1210900_MeanImputer,3887,0.000774865
2-NULL,PF3D7_1426300_MeanImputer,5449,0.000774056
2-NULL,PF3D7_0314600_MeanImputer,548,0.000773259
2-NULL,PF3D7_0904400_MeanImputer,2455,0.000772929
2-NULL,PF3D7_0512300_MeanImputer,1095,0.000771989
2-NULL,PF3D7_1240600_MeanImputer,4211,0.00077086
2-NULL,PF3D7_0930200_MeanImputer,2744,0.000770372
2-NULL,PF3D7_0815900_MeanImputer,2212,0.000769804
2-NULL,PF3D7_1109400_MeanImputer,3342,0.000766278
2-NULL,PF3D7_0827000_MeanImputer,2345,0.000765823
2-NULL,PF3D7_1430700_MeanImputer,5494,0.000765102
2-NULL,PF3D7_0108000_MeanImputer,81,0.000764538
2-NULL,PF3D7_0402200_MeanImputer,689,0.000764465
2-NULL,PF3D7_0700900_MeanImputer,1706,0.000764225
2-NULL,PF3D7_0301300_MeanImputer,404,0.000763557
2-NULL,PF3D7_1441000_MeanImputer,5614,0.000763145
2-NULL,PF3D7_1339600_MeanImputer,4820,0.00076301
2-NULL,PF3D7_1401300_MeanImputer,5203,0.00076225
2-NULL,PF3D7_0806000_MeanImputer,2104,0.000761966
2-NULL,PF3D7_0704500_MeanImputer,1742,0.000761869
2-NULL,PF3D7_0210800_MeanImputer,266,0.000761523
2-NULL,PF3D7_0611000_MeanImputer,1456,0.000761157
2-NULL,PF3D7_0410600_MeanImputer,785,0.000760465
2-NULL,PF3D7_0931000_MeanImputer,2751,0.000760356
2-NULL,PF3D7_0324900_MeanImputer,665,0.00075873
2-NULL,PF3D7_0929400_MeanImputer,2734,0.0007587
2-NULL,PF3D7_0110500_MeanImputer,111,0.000758208
2-NULL,PF3D7_1034300_MeanImputer,3190,0.000757167
2-NULL,PF3D7_0320400_MeanImputer,616,0.000757163
2-NULL,PF3D7_1250300_MeanImputer,4320,0.000757053
2-NULL,PF3D7_1112200_MeanImputer,3361,0.000757
2-NULL,PF3D7_1466000_MeanImputer,5887,0.00075579
2-NULL,PF3D7_1027800_MeanImputer,3123,0.000754198
2-NULL,PF3D7_0205000_MeanImputer,209,0.000753798
2-NULL,PF3D7_1147500_MeanImputer,3740,0.000752722
2-NULL,PF3D7_1301800_MeanImputer,4399,0.000752645
2-NULL,PF3D7_1115700_MeanImputer,3401,0.000751603
2-NULL,PF3D7_0811000_MeanImputer,2156,0.000751468
2-NULL,PF3D7_0504500_MeanImputer,1005,0.000750674
2-NULL,PF3D7_1136100_MeanImputer,3617,0.000749161
2-NULL,PF3D7_0725400_MeanImputer,1971,0.000749022
2-NULL,PF3D7_1008700_MeanImputer,2922,0.000748119
2-NULL,PF3D7_0207000_MeanImputer,226,0.000747871
2-NULL,PF3D7_1233600_MeanImputer,4138,0.000746437
2-NULL,PF3D7_0819700_MeanImputer,2258,0.000746336
2-NULL,PF3D7_1150200_MeanImputer,3758,0.000746154
2-NULL,PF3D7_0625500_MeanImputer,1619,0.000745664
2-NULL,PF3D7_0423800_MeanImputer,932,0.000745558
2-NULL,PF3D7_1404400_MeanImputer,5236,0.000745356
2-NULL,PF3D7_0717000_MeanImputer,1876,0.000743045
2-NULL,PF3D7_1118800_MeanImputer,3432,0.00074287
2-NULL,PF3D7_0512200_MeanImputer,1093,0.000742853
2-NULL,PF3D7_0730700_MeanImputer,2021,0.000742705
2-NULL,PF3D7_0421900_MeanImputer,911,0.000741849
2-NULL,PF3D7_1249100_MeanImputer,4305,0.000741022
2-NULL,PF3D7_0813900_MeanImputer,2188,0.000740894
2-NULL,PF3D7_1446800_MeanImputer,5675,0.000740804
2-NULL,PF3D7_0932600_MeanImputer,2765,0.000739902
2-NULL,PF3D7_0217200_MeanImputer,336,0.000739472
2-NULL,PF3D7_1337200_MeanImputer,4795,0.000739451
2-NULL,PF3D7_0200400_MeanImputer,162,0.000738976
2-NULL,PF3D7_0511100_MeanImputer,1080,0.000738542
2-NULL,PF3D7_1461300_MeanImputer,5838,0.000738514
2-NULL,PF3D7_1405400_MeanImputer,5246,0.00073832
2-NULL,PF3D7_1233300_MeanImputer,4136,0.000737489
2-NULL,PF3D7_1109100_MeanImputer,3339,0.000737156
2-NULL,PF3D7_0723700_MeanImputer,1953,0.000735734
2-NULL,PF3D7_1407100_MeanImputer,5264,0.000735168
2-NULL,PF3D7_1239300_MeanImputer,4200,0.000733957
2-NULL,PF3D7_1218400_MeanImputer,3977,0.000733264
2-NULL,PF3D7_1131900_MeanImputer,3573,0.000732566
2-NULL,PF3D7_1250900_MeanImputer,4326,0.000731315
2-NULL,PF3D7_1323300_MeanImputer,4650,0.000731043
2-NULL,PF3D7_0729900_MeanImputer,2011,0.000728391
2-NULL,PF3D7_0520100_MeanImputer,1192,0.000727919
2-NULL,PF3D7_1106600_MeanImputer,3314,0.000726784
2-NULL,PF3D7_0411200_MeanImputer,793,0.000726697
2-NULL,PF3D7_0525700_MeanImputer,1255,0.000726552
2-NULL,PF3D7_0212200_MeanImputer,282,0.000726514
2-NULL,PF3D7_0520500_MeanImputer,1197,0.000726405
2-NULL,PF3D7_1355200_MeanImputer,4998,0.00072638
2-NULL,PF3D7_1342000_MeanImputer,4850,0.000726072
2-NULL,PF3D7_1336300_MeanImputer,4786,0.000725959
2-NULL,PF3D7_1135600_MeanImputer,3613,0.000725958
2-NULL,PF3D7_1315700_MeanImputer,4558,0.000725854
2-NULL,PF3D7_1416100_MeanImputer,5359,0.000725833
2-NULL,PF3D7_0727500_MeanImputer,1987,0.000724944
2-NULL,PF3D7_1359000_MeanImputer,5039,0.00072424
2-NULL,PF3D7_1012800_MeanImputer,2969,0.000724199
2-NULL,PF3D7_1145600_MeanImputer,3720,0.000722601
2-NULL,PF3D7_0918300_MeanImputer,2611,0.000721186
2-NULL,PF3D7_1475900_MeanImputer,5997,0.000720025
2-NULL,PF3D7_0900200_MeanImputer,2412,0.0007197
2-NULL,PF3D7_1433300_MeanImputer,5524,0.000719167
2-NULL,PF3D7_1319300_MeanImputer,4601,0.00071887
2-NULL,PF3D7_0216200_MeanImputer,326,0.00071878
2-NULL,PF3D7_0623300_MeanImputer,1593,0.000718299
2-NULL,PF3D7_1439200_MeanImputer,5594,0.000718271
2-NULL,PF3D7_0814700_MeanImputer,2198,0.000717135
2-NULL,PF3D7_1443600_MeanImputer,5642,0.000716377
2-NULL,PF3D7_1429100_MeanImputer,5476,0.000716177
2-NULL,PF3D7_0319800_MeanImputer,608,0.000714607
2-NULL,PF3D7_1004500_MeanImputer,2875,0.000713969
2-NULL,PF3D7_0826000_MeanImputer,2333,0.000713609
2-NULL,PF3D7_0630900_MeanImputer,1685,0.000711767
2-NULL,PF3D7_0405500_MeanImputer,725,0.000711739
2-NULL,PF3D7_0602000_MeanImputer,1357,0.000710886
2-NULL,PF3D7_1012700_MeanImputer,2968,0.0007108
2-NULL,PF3D7_0400900_MeanImputer,674,0.000710201
2-NULL,PF3D7_1138200_MeanImputer,3639,0.00070997
2-NULL,PF3D7_1009500_MeanImputer,2931,0.000709943
2-NULL,PF3D7_0507500_MeanImputer,1039,0.000708133
2-NULL,PF3D7_0918900_MeanImputer,2616,0.000708014
2-NULL,PF3D7_0614500_MeanImputer,1496,0.000707745
2-NULL,PF3D7_0321000_MeanImputer,624,0.000707724
2-NULL,PF3D7_0420100_MeanImputer,895,0.000707313
2-NULL,PF3D7_1301200_MeanImputer,4390,0.000706901
2-NULL,PF3D7_0405300_MeanImputer,723,0.000705596
2-NULL,PF3D7_1140300_MeanImputer,3658,0.000705176
2-NULL,PF3D7_0531100_MeanImputer,1320,0.000703561
2-NULL,PF3D7_0408800_MeanImputer,765,0.000701646
2-NULL,PF3D7_1351300_MeanImputer,4955,0.000701044
2-NULL,PF3D7_1219900_MeanImputer,3992,0.000700294
2-NULL,PF3D7_1241800_MeanImputer,4224,0.000700184
2-NULL,PF3D7_1407000_MeanImputer,5263,0.000699688
2-NULL,PF3D7_0530900_MeanImputer,1318,0.000695974
2-NULL,PF3D7_0708400_MeanImputer,1780,0.000694747
2-NULL,PF3D7_0313100_MeanImputer,531,0.000694715
2-NULL,PF3D7_1036700_MeanImputer,3214,0.000694038
2-NULL,PF3D7_0710900_MeanImputer,1809,0.000693821
2-NULL,PF3D7_0425500_MeanImputer,954,0.000692823
2-NULL,PF3D7_1202000_MeanImputer,3791,0.000692572
2-NULL,PF3D7_1356200_MeanImputer,5010,0.000692328
2-NULL,PF3D7_1431900_MeanImputer,5509,0.000692283
2-NULL,PF3D7_1364500_MeanImputer,5097,0.00069147
2-NULL,PF3D7_0212700_MeanImputer,287,0.000691156
2-NULL,PF3D7_1347400_MeanImputer,4910,0.000690151
2-NULL,PF3D7_1027400_MeanImputer,3119,0.000689629
2-NULL,PF3D7_0627300_MeanImputer,1642,0.000688595
2-NULL,PF3D7_0423400_MeanImputer,928,0.00068817
2-NULL,PF3D7_0616800_MeanImputer,1522,0.000688068
2-NULL,PF3D7_0400100_MeanImputer,666,0.00068686
2-NULL,PF3D7_1251300_MeanImputer,4331,0.000686041
2-NULL,PF3D7_0922900_MeanImputer,2662,0.000685576
2-NULL,PF3D7_1247900_MeanImputer,4290,0.000684961
2-NULL,PF3D7_1117000_MeanImputer,3412,0.000684931
2-NULL,PF3D7_0319500_MeanImputer,605,0.000684429
2-NULL,PF3D7_1335600_MeanImputer,4777,0.000683898
2-NULL,PF3D7_0915400_MeanImputer,2575,0.000683435
2-NULL,PF3D7_1327800_MeanImputer,4695,0.000682471
2-NULL,PF3D7_0828900_MeanImputer,2367,0.000682298
2-NULL,PF3D7_1406900_MeanImputer,5261,0.000682242
2-NULL,PF3D7_1477500_MeanImputer,6016,0.000681381
2-NULL,PF3D7_0524200_MeanImputer,1237,0.000680798
2-NULL,PF3D7_0728700_MeanImputer,1999,0.000680393
2-NULL,PF3D7_1419200_MeanImputer,5387,0.00067987
2-NULL,PF3D7_0935300_MeanImputer,2795,0.00067966
2-NULL,PF3D7_1306800_MeanImputer,4451,0.000679513
2-NULL,PF3D7_1017900_MeanImputer,3020,0.000679303
2-NULL,PF3D7_1128200_MeanImputer,3533,0.000677737
2-NULL,PF3D7_0630400_MeanImputer,1681,0.000677431
2-NULL,PF3D7_1121800_MeanImputer,3466,0.000676955
2-NULL,PF3D7_1246400_MeanImputer,4273,0.000676575
2-NULL,PF3D7_0522000_MeanImputer,1211,0.000676204
2-NULL,PF3D7_1477700_MeanImputer,6018,0.000674477
2-NULL,PF3D7_1108200_MeanImputer,3330,0.000673894
2-NULL,PF3D7_1333800_MeanImputer,4758,0.000673127
2-NULL,PF3D7_1356500_MeanImputer,5014,0.000672496
2-NULL,PF3D7_1450800_MeanImputer,5715,0.000672162
2-NULL,PF3D7_0906800_MeanImputer,2480,0.000671587
2-NULL,PF3D7_0508500_MeanImputer,1050,0.000671408
2-NULL,PF3D7_0830700_MeanImputer,2383,0.000671178
2-NULL,PF3D7_1401600_MeanImputer,5207,0.000670408
2-NULL,PF3D7_1401400_MeanImputer,5204,0.000668348
2-NULL,PF3D7_0514500_MeanImputer,1124,0.000668129
2-NULL,PF3D7_1029600_MeanImputer,3138,0.000667831
2-NULL,PF3D7_1428900_MeanImputer,5474,0.000665884
2-NULL,PF3D7_0509600_MeanImputer,1064,0.000664578
2-NULL,PF3D7_0920500_MeanImputer,2634,0.000664495
2-NULL,PF3D7_1102500_MeanImputer,3270,0.000664367
2-NULL,PF3D7_1119300_MeanImputer,3437,0.000664026
2-NULL,PF3D7_1421600_MeanImputer,5411,0.000663641
2-NULL,PF3D7_0410900_MeanImputer,789,0.00066311
2-NULL,PF3D7_1137900_MeanImputer,3634,0.000660502
2-NULL,PF3D7_1306900_MeanImputer,4452,0.000660027
2-NULL,PF3D7_1036300_MeanImputer,3209,0.000659391
2-NULL,PF3D7_1040900_MeanImputer,3249,0.000658905
2-NULL,PF3D7_1101300_MeanImputer,3266,0.000658131
2-NULL,PF3D7_1341600_MeanImputer,4842,0.000657831
2-NULL,PF3D7_1141500_MeanImputer,3672,0.0006577
2-NULL,PF3D7_1465300_MeanImputer,5880,0.000657401
2-NULL,PF3D7_1344000_MeanImputer,4873,0.000657295
2-NULL,PF3D7_0114000_MeanImputer,140,0.000655905
2-NULL,PF3D7_1317000_MeanImputer,4573,0.000655774
2-NULL,PF3D7_1450900_MeanImputer,5716,0.000655575
2-NULL,PF3D7_0301900_MeanImputer,412,0.000653911
2-NULL,PF3D7_0612700_MeanImputer,1476,0.000652999
2-NULL,PF3D7_0728000_MeanImputer,1993,0.000652609
2-NULL,PF3D7_0415200_MeanImputer,838,0.000650873
2-NULL,PF3D7_1350100_MeanImputer,4941,0.0006499
2-NULL,PF3D7_0717200_MeanImputer,1878,0.00064933
2-NULL,PF3D7_1138400_MeanImputer,3640,0.000648863
2-NULL,PF3D7_1445100_MeanImputer,5658,0.000648634
2-NULL,PF3D7_0609100_MeanImputer,1435,0.000648588
2-NULL,PF3D7_0502500_MeanImputer,984,0.000648444
2-NULL,PF3D7_0627800_MeanImputer,1648,0.000648038
2-NULL,PF3D7_1401700_MeanImputer,5208,0.000647707
2-NULL,PF3D7_0606700_MeanImputer,1408,0.000647614
2-NULL,PF3D7_1238000_MeanImputer,4186,0.000647331
2-NULL,PF3D7_1022100_MeanImputer,3064,0.000647079
2-NULL,PF3D7_0407900_MeanImputer,754,0.000646821
2-NULL,PF3D7_1004100_MeanImputer,2871,0.000646112
2-NULL,PF3D7_1474300_MeanImputer,5977,0.000645974
2-NULL,PF3D7_0611300_MeanImputer,1460,0.000645503
2-NULL,PF3D7_0221900_MeanImputer,379,0.000645399
2-NULL,PF3D7_1340600_MeanImputer,4832,0.000645194
2-NULL,PF3D7_1207700_MeanImputer,3854,0.000645183
2-NULL,PF3D7_1430100_MeanImputer,5486,0.000644593
2-NULL,PF3D7_0102000_MeanImputer,15,0.000643693
2-NULL,PF3D7_0628100_MeanImputer,1653,0.000643392
2-NULL,PF3D7_1318300_MeanImputer,4589,0.000643374
2-NULL,PF3D7_0715900_MeanImputer,1863,0.000643255
2-NULL,PF3D7_1421100_MeanImputer,5405,0.000643229
2-NULL,PF3D7_1324100_MeanImputer,4658,0.000642923
2-NULL,PF3D7_1369000_MeanImputer,5154,0.000642895
2-NULL,PF3D7_1202800_MeanImputer,3799,0.000642219
2-NULL,PF3D7_1246900_MeanImputer,4278,0.000641709
2-NULL,PF3D7_1021500_MeanImputer,3058,0.000641548
2-NULL,PF3D7_1214300_MeanImputer,3926,0.000641163
2-NULL,PF3D7_1479400_MeanImputer,6038,0.000641102
2-NULL,PF3D7_0624900_MeanImputer,1611,0.000640851
2-NULL,PF3D7_1303900_MeanImputer,4421,0.00064057
2-NULL,PF3D7_1038100_MeanImputer,3228,0.000640493
2-NULL,PF3D7_1037000_MeanImputer,3218,0.000639984
2-NULL,PF3D7_0911900_MeanImputer,2537,0.000639711
2-NULL,PF3D7_1355400_MeanImputer,5001,0.000639187
2-NULL,PF3D7_0912200_MeanImputer,2540,0.000638002
2-NULL,PF3D7_1474500_MeanImputer,5979,0.000636706
2-NULL,PF3D7_0411300_MeanImputer,795,0.000636139
2-NULL,PF3D7_0905100_MeanImputer,2463,0.000635658
2-NULL,PF3D7_1122400_MeanImputer,3472,0.000635551
2-NULL,PF3D7_0704300_MeanImputer,1740,0.000635051
2-NULL,PF3D7_1420500_MeanImputer,5399,0.000634721
2-NULL,PF3D7_1002600_MeanImputer,2854,0.000634652
2-NULL,PF3D7_1203300_MeanImputer,3805,0.00063451
2-NULL,PF3D7_1328100_MeanImputer,4697,0.000634222
2-NULL,PF3D7_0614100_MeanImputer,1491,0.000633968
2-NULL,PF3D7_0200700_MeanImputer,167,0.00063387
2-NULL,PF3D7_0929200_MeanImputer,2732,0.000633609
2-NULL,PF3D7_1213500_MeanImputer,3914,0.000632851
2-NULL,PF3D7_0936800_MeanImputer,2813,0.000632713
2-NULL,PF3D7_0622900_MeanImputer,1589,0.000632644
2-NULL,PF3D7_1361200_MeanImputer,5061,0.000632632
2-NULL,PF3D7_0729700_MeanImputer,2010,0.000632237
2-NULL,PF3D7_0909100_MeanImputer,2502,0.000631146
2-NULL,PF3D7_1142800_MeanImputer,3690,0.000629685
2-NULL,PF3D7_0322500_MeanImputer,641,0.000629052
2-NULL,PF3D7_1221400_MeanImputer,4008,0.000629042
2-NULL,PF3D7_0918600_MeanImputer,2613,0.000628821
2-NULL,PF3D7_1354800_MeanImputer,4994,0.000628204
2-NULL,PF3D7_0608310_MeanImputer,1426,0.000627991
2-NULL,PF3D7_0830200_MeanImputer,2378,0.000627941
2-NULL,PF3D7_1200400_MeanImputer,3768,0.000626978
2-NULL,PF3D7_1139700_MeanImputer,3650,0.000626338
2-NULL,PF3D7_1361400_MeanImputer,5062,0.000626285
2-NULL,PF3D7_1405700_MeanImputer,5249,0.000626174
2-NULL,PF3D7_0511600_MeanImputer,1086,0.000626093
2-NULL,PF3D7_1019900_MeanImputer,3040,0.000625385
2-NULL,PF3D7_1038800_MeanImputer,3235,0.000625355
2-NULL,PF3D7_0711200_MeanImputer,1813,0.000624301
2-NULL,PF3D7_1427900_MeanImputer,5465,0.000624199
2-NULL,PF3D7_1235200_MeanImputer,4157,0.000623531
2-NULL,PF3D7_0516900_MeanImputer,1151,0.000623444
2-NULL,PF3D7_1449900_MeanImputer,5706,0.000622491
2-NULL,PF3D7_1216500_MeanImputer,3954,0.00062221
2-NULL,PF3D7_0922300_MeanImputer,2655,0.000622186
2-NULL,PF3D7_0510700_MeanImputer,1075,0.000622159
2-NULL,PF3D7_0808900_MeanImputer,2135,0.000622084
2-NULL,PF3D7_1231000_MeanImputer,4112,0.00062198
2-NULL,PF3D7_1472500_MeanImputer,5958,0.000621582
2-NULL,PF3D7_0718500_MeanImputer,1891,0.00062093
2-NULL,PF3D7_1400500_ImputationMarker,5193,0.000619688
2-NULL,PF3D7_0923200_MeanImputer,2667,0.000618925
2-NULL,PF3D7_1316400_MeanImputer,4565,0.00061873
2-NULL,PF3D7_0301400_MeanImputer,405,0.000618659
2-NULL,PF3D7_0529800_MeanImputer,1306,0.000618289
2-NULL,PF3D7_1347300_MeanImputer,4909,0.000618263
2-NULL,PF3D7_1408500_MeanImputer,5281,0.000616261
2-NULL,PF3D7_0716100_MeanImputer,1865,0.000614461
2-NULL,PF3D7_1313300_MeanImputer,4526,0.000614266
2-NULL,PF3D7_1363700_MeanImputer,5089,0.000613103
2-NULL,PF3D7_1474800_MeanImputer,5982,0.000612825
2-NULL,PF3D7_0630700_MeanImputer,1684,0.000612155
2-NULL,PF3D7_0306700_MeanImputer,466,0.000611065
2-NULL,PF3D7_1307300_MeanImputer,4457,0.000610831
2-NULL,PF3D7_0505600_MeanImputer,1019,0.000609775
2-NULL,PF3D7_0824000_MeanImputer,2309,0.000609274
2-NULL,PF3D7_1336600_MeanImputer,4788,0.000608895
2-NULL,PF3D7_1305300_MeanImputer,4435,0.00060889
2-NULL,PF3D7_0402100_MeanImputer,688,0.000608858
2-NULL,PF3D7_0521900_MeanImputer,1209,0.000608346
2-NULL,PF3D7_1143000_MeanImputer,3693,0.000608157
2-NULL,PF3D7_1320800_MeanImputer,4621,0.000607949
2-NULL,PF3D7_0708800_MeanImputer,1786,0.000607778
2-NULL,PF3D7_1355100_MeanImputer,4997,0.000607593
2-NULL,PF3D7_0931700_MeanImputer,2757,0.000607521
2-NULL,PF3D7_1417600_MeanImputer,5377,0.000607521
2-NULL,PF3D7_1033800_MeanImputer,3185,0.000606896
2-NULL,PF3D7_1019400_MeanImputer,3035,0.00060672
2-NULL,PF3D7_0609500_MeanImputer,1439,0.000605781
2-NULL,PF3D7_0811100_MeanImputer,2157,0.000605201
2-NULL,PF3D7_0721000_MeanImputer,1921,0.000604638
2-NULL,PF3D7_1127900_MeanImputer,3531,0.00060376
2-NULL,PF3D7_0815600_MeanImputer,2208,0.000602925
2-NULL,PF3D7_0605900_MeanImputer,1399,0.000602653
2-NULL,PF3D7_1014700_MeanImputer,2988,0.00060157
2-NULL,PF3D7_1334500_MeanImputer,4765,0.000601333
2-NULL,PF3D7_0215800_MeanImputer,320,0.000601094
2-NULL,PF3D7_1248000_MeanImputer,4292,0.000600193
2-NULL,PF3D7_0504700_MeanImputer,1008,0.000599779
2-NULL,PF3D7_0407600_MeanImputer,750,0.000599071
2-NULL,PF3D7_1454000_MeanImputer,5754,0.000598057
2-NULL,PF3D7_1118000_MeanImputer,3423,0.00059804
2-NULL,PF3D7_1321400_MeanImputer,4627,0.000597967
2-NULL,PF3D7_0111400_MeanImputer,119,0.000597417
2-NULL,PF3D7_1033400_MeanImputer,3181,0.000596548
2-NULL,PF3D7_1103900_MeanImputer,3285,0.000596386
2-NULL,PF3D7_1419100_MeanImputer,5386,0.000596159
2-NULL,PF3D7_1254500_MeanImputer,4368,0.000595956
2-NULL,PF3D7_1345800_MeanImputer,4890,0.000595878
2-NULL,PF3D7_1003900_MeanImputer,2867,0.000594504
2-NULL,PF3D7_1432800_MeanImputer,5519,0.00059381
2-NULL,PF3D7_0317900_MeanImputer,585,0.000593063
2-NULL,PF3D7_1314900_MeanImputer,4546,0.000592759
2-NULL,PF3D7_0807500_MeanImputer,2121,0.000592519
2-NULL,PF3D7_0624100_MeanImputer,1601,0.000592334
2-NULL,PF3D7_1429600_MeanImputer,5481,0.000592267
2-NULL,PF3D7_0818800_MeanImputer,2246,0.000592225
2-NULL,PF3D7_0403500_MeanImputer,702,0.000592149
2-NULL,PF3D7_0616600_MeanImputer,1520,0.000591615
2-NULL,PF3D7_1226600_MeanImputer,4067,0.000591427
2-NULL,PF3D7_0918500_MeanImputer,2612,0.000591392
2-NULL,PF3D7_0804000_MeanImputer,2085,0.000590813
